Year,Quarter,NamedCost,COICOP,CDID,Source,Websource,ExpenditureValue,GroupTotal,Year_Quarter
2021,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,615000000.0,1,2021 Q4
2022,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3190000000.0,1,2022 Q1
2022,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,5512000000.0,1,2022 Q2
2022,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,10564000000.0,1,2022 Q3
2022,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4327000000.0,1,2022 Q4
1997,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,144596000000.0,1,1997 Q1
1997,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,149867000000.0,1,1997 Q2
1997,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,154844000000.0,1,1997 Q3
1997,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,159396000000.0,1,1997 Q4
1998,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,152787000000.0,1,1998 Q1
1998,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,157558000000.0,1,1998 Q2
1998,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,163416000000.0,1,1998 Q3
1998,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,167532000000.0,1,1998 Q4
1999,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,160845000000.0,1,1999 Q1
1999,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,166028000000.0,1,1999 Q2
1999,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,169195000000.0,1,1999 Q3
1999,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,174518000000.0,1,1999 Q4
2000,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,168268000000.0,1,2000 Q1
2000,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,172606000000.0,1,2000 Q2
2000,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,177522000000.0,1,2000 Q3
2000,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,183147000000.0,1,2000 Q4
2001,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,174795000000.0,1,2001 Q1
2001,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,179126000000.0,1,2001 Q2
2001,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,184738000000.0,1,2001 Q3
2001,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,188839000000.0,1,2001 Q4
2002,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,179367000000.0,1,2002 Q1
2002,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,184784000000.0,1,2002 Q2
2002,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,189512000000.0,1,2002 Q3
2002,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,197196000000.0,1,2002 Q4
2003,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,186176000000.0,1,2003 Q1
2003,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,193154000000.0,1,2003 Q2
2003,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,198865000000.0,1,2003 Q3
2003,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,206195000000.0,1,2003 Q4
2004,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,194927000000.0,1,2004 Q1
2004,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,202774000000.0,1,2004 Q2
2004,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,207851000000.0,1,2004 Q3
2004,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,216284000000.0,1,2004 Q4
2005,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,205525000000.0,1,2005 Q1
2005,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,211451000000.0,1,2005 Q2
2005,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,216950000000.0,1,2005 Q3
2005,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,226763000000.0,1,2005 Q4
2006,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,213143000000.0,1,2006 Q1
2006,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,220688000000.0,1,2006 Q2
2006,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,226487000000.0,1,2006 Q3
2006,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,234012000000.0,1,2006 Q4
2007,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,220381000000.0,1,2007 Q1
2007,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,231451000000.0,1,2007 Q2
2007,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,239289000000.0,1,2007 Q3
2007,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,246712000000.0,1,2007 Q4
2008,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,235827000000.0,1,2008 Q1
2008,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,242555000000.0,1,2008 Q2
2008,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,243227000000.0,1,2008 Q3
2008,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,243606000000.0,1,2008 Q4
2009,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,229611000000.0,1,2009 Q1
2009,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,233829000000.0,1,2009 Q2
2009,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,236237000000.0,1,2009 Q3
2009,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,244617000000.0,1,2009 Q4
2010,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,229696000000.0,1,2010 Q1
2010,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,241883000000.0,1,2010 Q2
2010,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,245580000000.0,1,2010 Q3
2010,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,256305000000.0,1,2010 Q4
2011,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,243834000000.0,1,2011 Q1
2011,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,248780000000.0,1,2011 Q2
2011,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,253769000000.0,1,2011 Q3
2011,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,264542000000.0,1,2011 Q4
2012,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,249759000000.0,1,2012 Q1
2012,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,256863000000.0,1,2012 Q2
2012,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,263538000000.0,1,2012 Q3
2012,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,277745000000.0,1,2012 Q4
2013,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,262888000000.0,1,2013 Q1
2013,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,270317000000.0,1,2013 Q2
2013,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,279362000000.0,1,2013 Q3
2013,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,288601000000.0,1,2013 Q4
2014,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,273762000000.0,1,2014 Q1
2014,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,283094000000.0,1,2014 Q2
2014,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,291967000000.0,1,2014 Q3
2014,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,299418000000.0,1,2014 Q4
2015,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,282654000000.0,1,2015 Q1
2015,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,290615000000.0,1,2015 Q2
2015,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,298609000000.0,1,2015 Q3
2015,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,307779000000.0,1,2015 Q4
2016,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,294509000000.0,1,2016 Q1
2016,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,303697000000.0,1,2016 Q2
2016,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,313763000000.0,1,2016 Q3
2016,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,325117000000.0,1,2016 Q4
2017,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,306888000000.0,1,2017 Q1
2017,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,315243000000.0,1,2017 Q2
2017,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,324146000000.0,1,2017 Q3
2017,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,336914000000.0,1,2017 Q4
2018,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,318812000000.0,1,2018 Q1
2018,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,326894000000.0,1,2018 Q2
2018,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,334886000000.0,1,2018 Q3
2018,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,349386000000.0,1,2018 Q4
2019,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,327153000000.0,1,2019 Q1
2019,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,338173000000.0,1,2019 Q2
2019,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,343629000000.0,1,2019 Q3
2019,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,354426000000.0,1,2019 Q4
2020,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,324393000000.0,1,2020 Q1
2020,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,256031000000.0,1,2020 Q2
2020,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,309281000000.0,1,2020 Q3
2020,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,318718000000.0,1,2020 Q4
2021,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,290883000000.0,1,2021 Q1
2021,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,328684000000.0,1,2021 Q2
2021,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,340686000000.0,1,2021 Q3
2021,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,359159000000.0,1,2021 Q4
2022,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,344489000000.0,1,2022 Q1
2022,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,372458000000.0,1,2022 Q2
2022,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,376677000000.0,1,2022 Q3
2022,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,397298000000.0,1,2022 Q4
1997,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,63778000000.0,1,1997 Q1
1997,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,63647000000.0,1,1997 Q2
1997,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,65418000000.0,1,1997 Q3
1997,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,71655000000.0,1,1997 Q4
1998,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,66972000000.0,1,1998 Q1
1998,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,66946000000.0,1,1998 Q2
1998,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,69229000000.0,1,1998 Q3
1998,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,75013000000.0,1,1998 Q4
1999,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,70151000000.0,1,1999 Q1
1999,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,71403000000.0,1,1999 Q2
1999,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,71545000000.0,1,1999 Q3
1999,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,78215000000.0,1,1999 Q4
2000,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,73219000000.0,1,2000 Q1
2000,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,73249000000.0,1,2000 Q2
2000,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,73256000000.0,1,2000 Q3
2000,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,82600000000.0,1,2000 Q4
2001,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,76352000000.0,1,2001 Q1
2001,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,76586000000.0,1,2001 Q2
2001,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,77048000000.0,1,2001 Q3
2001,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,86694000000.0,1,2001 Q4
2002,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,78911000000.0,1,2002 Q1
2002,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,78846000000.0,1,2002 Q2
2002,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,78483000000.0,1,2002 Q3
2002,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,89037000000.0,1,2002 Q4
2003,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,81723000000.0,1,2003 Q1
2003,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,82835000000.0,1,2003 Q2
2003,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,82536000000.0,1,2003 Q3
2003,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,92872000000.0,1,2003 Q4
2004,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,85196000000.0,1,2004 Q1
2004,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,85318000000.0,1,2004 Q2
2004,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,84473000000.0,1,2004 Q3
2004,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,96524000000.0,1,2004 Q4
2005,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,87005000000.0,1,2005 Q1
2005,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,86151000000.0,1,2005 Q2
2005,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,86890000000.0,1,2005 Q3
2005,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,100201000000.0,1,2005 Q4
2006,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,90434000000.0,1,2006 Q1
2006,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,90866000000.0,1,2006 Q2
2006,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,91126000000.0,1,2006 Q3
2006,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,103317000000.0,1,2006 Q4
2007,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,92756000000.0,1,2007 Q1
2007,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,93566000000.0,1,2007 Q2
2007,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,95517000000.0,1,2007 Q3
2007,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,109403000000.0,1,2007 Q4
2008,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,98933000000.0,1,2008 Q1
2008,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,99941000000.0,1,2008 Q2
2008,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,97316000000.0,1,2008 Q3
2008,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,106272000000.0,1,2008 Q4
2009,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,96838000000.0,1,2009 Q1
2009,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,96039000000.0,1,2009 Q2
2009,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,95861000000.0,1,2009 Q3
2009,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,110535000000.0,1,2009 Q4
2010,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,99141000000.0,1,2010 Q1
2010,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,100180000000.0,1,2010 Q2
2010,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,98911000000.0,1,2010 Q3
2010,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,114855000000.0,1,2010 Q4
2011,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,104844000000.0,1,2011 Q1
2011,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,102462000000.0,1,2011 Q2
2011,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,103021000000.0,1,2011 Q3
2011,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,118557000000.0,1,2011 Q4
2012,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,106962000000.0,1,2012 Q1
2012,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,104787000000.0,1,2012 Q2
2012,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,104449000000.0,1,2012 Q3
2012,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,124368000000.0,1,2012 Q4
2013,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,112954000000.0,1,2013 Q1
2013,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,110263000000.0,1,2013 Q2
2013,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,111884000000.0,1,2013 Q3
2013,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,127862000000.0,1,2013 Q4
2014,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,114489000000.0,1,2014 Q1
2014,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,112772000000.0,1,2014 Q2
2014,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,113379000000.0,1,2014 Q3
2014,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,129301000000.0,1,2014 Q4
2015,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,116501000000.0,1,2015 Q1
2015,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,114766000000.0,1,2015 Q2
2015,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,116114000000.0,1,2015 Q3
2015,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,130992000000.0,1,2015 Q4
2016,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,121095000000.0,1,2016 Q1
2016,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,118638000000.0,1,2016 Q2
2016,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,119966000000.0,1,2016 Q3
2016,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,138376000000.0,1,2016 Q4
2017,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,125928000000.0,1,2017 Q1
2017,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,124142000000.0,1,2017 Q2
2017,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,126487000000.0,1,2017 Q3
2017,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,145455000000.0,1,2017 Q4
2018,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,132451000000.0,1,2018 Q1
2018,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,129363000000.0,1,2018 Q2
2018,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,130389000000.0,1,2018 Q3
2018,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,150899000000.0,1,2018 Q4
2019,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,135210000000.0,1,2019 Q1
2019,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,135856000000.0,1,2019 Q2
2019,Q3,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,135313000000.0,1,2019 Q3
2019,Q4,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,152453000000.0,1,2019 Q4
2020,Q1,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,135121000000.0,1,2020 Q1
2020,Q2,Totalgoods,TG,UTIE,0GSCN,https://www.ons.gov.uk/search?q=UTIE,116251000000.0,1,2020 Q2
